"","Name","Objects","Nouns","Adjectives","Size_adjectives","adj_cost","noun_cost","size_noise","color_noise","noun_noise","alpha","global_inc","Language","output"
"135","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.327"
"136","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.657"
"137","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.590"
"138","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.475"
"139","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.169"
"140","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.149"
"141","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.157"
"142","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.545"
"143","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.454"
"144","alt_fcolor_size_na_na","['small blue pin','small red ball','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.297"
"145","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.921"
"146","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.944"
"147","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.999"
"148","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.295"
"149","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.302"
"150","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.465"
"151","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.783"
"152","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.758"
"153","alt_neither_size_na_na","['small blue pin','small red pin','big blue pin','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.881"
"154","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.093"
"155","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.082"
"156","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.475"
"157","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.007"
"158","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.007"
"159","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.008"
"160","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.780"
"161","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.780"
"162","alt_three_size_na_na","['small blue pin','small red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.881"
