,anon_id,figure,answer,lang,adj,use
685,114,15,2 diamonds,eng,number,1
686,191,15,two black diamonds,eng,number,1
687,52,15,two solid black diamonds,eng,number,1
688,387,15,2 diamonds,eng,number,1
689,179,15,2 diamonds,eng,number,1
690,17,15,Two diamonds,eng,number,1
691,144,15,2 diamonds,eng,number,1
692,129,15,two diamonds,eng,number,1
693,393,15,Rhombus,eng,number,0
694,405,15,There are two diamonds.,eng,number,1
695,67,15,two black diamonds,eng,number,1
696,92,15,2 diamonds,eng,number,1
697,384,15,2 diamonds,eng,number,1
698,10,15,2 diamonds 1 higher than the other,eng,number,1
699,399,15,2 diamonds grouped in the middle,eng,number,1
700,18,15,Two black diamonds,eng,number,1
701,365,15,Diamond pair,eng,number,1
702,368,15,two diamonds,eng,number,1
703,388,15,Two diamonds,eng,number,1
704,391,15,Two diamond symbols,eng,number,1
705,418,15,Diamonds,eng,number,0
706,378,15,diamonds,eng,number,0
707,0,15,2 black diamonds,eng,number,1
708,39,15,two black diamonds,eng,number,1
709,425,15,2 diamonds,eng,number,1
710,145,16,Three squares arranged into a triangle.,eng,number,1
711,109,16,Three squares,eng,number,1
712,49,16,3 black squares,eng,number,1
713,175,16,3 squares,eng,number,1
714,50,16,3 squares,eng,number,1
715,167,16,Three black squares,eng,number,1
716,428,16,three black squares,eng,number,1
717,54,16,three black squares,eng,number,1
718,73,16,three black squares. One on top two side by side under the top one.,eng,number,1
719,401,16,3 Squares,eng,number,1
720,166,16,THREE SQUARES TWO BOTTOM ONE TOP,eng,number,1
721,34,16,three black squares,eng,number,1
722,408,16,Three Squares,eng,number,1
723,76,16,Three black squares.,eng,number,1
724,367,16,Three black squares,eng,number,1
725,111,16,3 squares,eng,number,1
726,97,16,squares,eng,number,0
727,8,16,Three Black Squares,eng,number,1
728,51,16,three black squares,eng,number,1
729,105,16,trio of filled in boxes upper right,eng,number,1
730,53,16,THREE SQUARES,eng,number,1
731,196,16,three black squares,eng,number,1
732,99,16,Three black squares,eng,number,1
733,36,16,three squares,eng,number,1
734,355,16,square,eng,number,0
735,385,16,three squares,eng,number,1
736,431,16,squares,eng,number,0
737,397,16,THREE SQUARE,eng,number,1
738,168,16,3 Square,eng,number,1
739,88,16,3 squares,eng,number,1
740,364,16,Three squares,eng,number,1
741,130,16,3 black squares,eng,number,1
742,127,16,3 squares,eng,number,1
743,369,16,3 squares,eng,number,1
744,370,16,three squares,eng,number,1
745,188,16,Series of three boxes,eng,number,1
746,419,16,Square,eng,number,0
747,19,16,three square,eng,number,1
748,394,16,Squares,eng,number,0
749,115,16,three black boxes twoboj bottom one on top,eng,number,1
750,193,16,three squares,eng,number,1
751,180,16,3 Squares,eng,number,1
752,406,16,Three black squares arranged in a pyramid shape located in the top right corner.,eng,number,1
753,92,16,3 squares,eng,number,1
754,404,17,eliptical,eng,number,0
755,392,17,oval,eng,number,0
756,421,17,three ovals,eng,number,1
757,407,17,3 ovals,eng,number,1
758,429,17,3 ovals if you connect them they make a triangle,eng,number,1
759,398,17,Three black ovals one on top and two on the bottom,eng,number,1
760,155,17,3 ovals,eng,number,1
761,48,17,three black ovals,eng,number,1
762,175,17,3 circles,eng,number,1
763,187,17,three horizontal ovals,eng,number,1
764,90,17,three elipses,eng,number,1
765,23,17,three oblong circles,eng,number,1
766,410,17,three black ovals,eng,number,1
767,59,17,triple Ellipse,eng,number,1
768,172,17,3 black ovals,eng,number,1
769,78,17,3 ovals,eng,number,1
770,82,17,Three ovals above the four triangles,eng,number,1
771,50,17,3 ovals,eng,number,1
772,126,17,three circles,eng,number,1
773,372,17,ovals,eng,number,0
774,173,17,ovals,eng,number,0
775,374,17,a black oval above two other black ovals,eng,number,1
776,4,17,aliens,eng,number,0
777,432,17,Ovals,eng,number,0
778,25,17,three black ovals,eng,number,1
779,125,17,three black ovals,eng,number,1
780,164,17,3 ovals creating a rough triangle outline,eng,number,1
781,415,17,Three Ovals,eng,number,1
782,178,17,3 ovals,eng,number,1
783,424,17,three circles grouped together,eng,number,1
784,423,17,Triple oval,eng,number,1
785,167,17,Three black oval shapes,eng,number,1
786,69,17,3 circles in the pattern of a triangle,eng,number,1
787,15,17,ellipses,eng,number,0
788,143,17,3 ovals,eng,number,1
789,2,17,three circles in triangle formation,eng,number,1
790,422,17,3 ovals inside of a square,eng,number,1
791,400,17,Three Ovals,eng,number,1
792,26,17,three ovals,eng,number,1
793,6,17,3 ovals,eng,number,1
794,41,17,3 black ovals,eng,number,1
795,95,17,3 ovals,eng,number,1
796,408,17,Three Ovals,eng,number,1
797,366,17,triangle,eng,number,0
798,387,17,3 ovals,eng,number,1
799,411,17,3 Ovals,eng,number,1
800,185,17,3 footballs,eng,number,1
801,75,17,ovals,eng,number,0
802,144,17,3 ovals,eng,number,1
803,117,17,3 ovals,eng,number,1
804,8,17,Three Black Ovals,eng,number,1
805,377,17,Oblong,eng,number,0
806,152,17,three black ovals,eng,number,1
807,86,17,oval,eng,number,0
808,67,17,three black ovals,eng,number,1
809,40,18,3 rectangular boxes,eng,number,1
810,386,18,These have 4 side and are larger than a square,eng,number,0
811,145,18,Three rectangles arranged into a triangle.,eng,number,1
812,109,18,Three rectangles,eng,number,1
813,358,18,Three solid black rectangles,eng,number,1
814,49,18,3 black rectangles,eng,number,1
815,359,18,TRIANGLE,eng,number,0
816,24,18,three black rectangles aligned in a triangular pattern,eng,number,1
817,426,18,Thee Rectangles,eng,number,1
818,402,18,"three rectangles, all black, two on the bottom and one on top.",eng,number,1
819,151,18,three black rectangles,eng,number,1
820,84,18,three rectangles,eng,number,1
821,146,18,three rectangles,eng,number,1
822,163,18,rectangles,eng,number,0
823,94,18,3 squarees,eng,number,1
824,404,18,rectangular,eng,number,0
825,392,18,rectangle,eng,number,0
826,108,18,three black rectangles arranged in triangle shape,eng,number,1
827,154,18,rectangles,eng,number,0
828,110,18,three solid black rectangles,eng,number,1
829,13,18,3 black rectangles,eng,number,1
830,158,18,3 rectangles,eng,number,1
831,428,18,three black rectangles,eng,number,1
832,356,18,3 black rectangles,eng,number,1
833,64,18,three black rectangles,eng,number,1
834,407,18,3 rectangles,eng,number,1
835,73,18,three horizontal black rectangles,eng,number,1
836,128,18,three rectangles,eng,number,1
837,58,18,three black rectangles,eng,number,1
838,124,18,3 black rectangles,eng,number,1
839,362,18,3 horizontal rectangle,eng,number,1
840,175,18,3 rectangles,eng,number,1
841,34,18,three black rectangles,eng,number,1
842,114,18,3 rectangles,eng,number,1
843,170,18,3 rectangles,eng,number,1
844,52,18,three solid black rectangles,eng,number,1
845,409,18,3 rectangles,eng,number,1
846,367,18,Three black rectangles,eng,number,1
847,156,18,three rectangles,eng,number,1
848,412,18,3 rectangles,eng,number,1
849,126,18,three rectangles,eng,number,1
850,373,18,"three rectangles forming a shape of pyramid, but using rectangles on their long sides",eng,number,1
851,374,18,a black rectangle above two black rectangles,eng,number,1
852,97,18,rectangles,eng,number,0
853,33,18,rectangles,eng,number,0
854,125,18,three black rectangles,eng,number,1
855,427,18,3 rectangles,eng,number,1
856,105,18,trio of filled in rectangles lower left,eng,number,1
857,420,18,three rectangles,eng,number,1
858,380,18,Three Rectangles,eng,number,1
859,382,18,3 rectangles,eng,number,1
860,69,18,3 rectangles in the pattern of a triangle,eng,number,1
861,57,19,4 black suns,eng,number,1
862,119,19,four suns,eng,number,1
863,98,19,"four black suns, arranged ina  square",eng,number,1
864,68,19,4 suns,eng,number,1
865,40,19,4 sunshine symbols,eng,number,1
866,100,19,suns,eng,number,0
867,49,19,four black suns,eng,number,1
868,140,19,4 suns,eng,number,1
869,398,19,Four black suns forming a square,eng,number,1
870,155,19,4 suns,eng,number,1
871,363,19,Four sun symbols arranged in a square,eng,number,1
872,166,19,FOUR SUNSHINE SYMBOLS IN SQUARE PATTERN,eng,number,1
873,76,19,"Four matching patterns, each consisting of a black circle with eight black triangles surrounding it.",eng,number,1
874,151,19,four black suns,eng,number,1
875,179,19,4 suns,eng,number,1
876,141,19,four black suns,eng,number,1
877,59,19,quad sun,eng,number,1
878,371,19,4 sun signs,eng,number,1
879,17,19,Four suns,eng,number,1
880,146,19,four suns,eng,number,1
881,163,19,suns,eng,number,0
882,89,19,Four suns,eng,number,1
883,78,19,4 suns,eng,number,1
884,430,19,Four black suns,eng,number,0
885,82,19,Four suns under the single cross,eng,number,1
886,50,19,4 suns,eng,number,1
887,389,19,4 circules with 8 triangle horns,eng,number,1
888,173,19,suns,eng,number,0
889,432,19,Suns,eng,number,0
890,403,19,4 SUN SIGNS,eng,number,1
891,129,19,four suns,eng,number,1
892,164,19,"4 suns. 2 rows, 2 columns",eng,number,1
893,392,19,sun,eng,number,0
894,393,19,circle,eng,number,0
895,414,19,four sun symbols(big circles with triangles all around),eng,number,1
896,405,19,There are four black suns,eng,number,1
897,178,19,4 suns,eng,number,1
898,424,19,four suns grouped together,eng,number,1
899,167,19,Four black images of the sun,eng,number,1
900,110,19,four sun symbols arranged in a square,eng,number,1
901,158,19,for sun-symbols,eng,number,1
902,421,20,two squares,eng,number,1
903,116,20,dual squares,eng,number,1
904,22,20,2 Squares,eng,number,1
905,386,20,These 2 items have 4 sides,eng,number,1
906,145,20,"Two squares, left one a bit higher than the right one.",eng,number,1
907,109,20,Two squares,eng,number,1
908,357,20,two squares,eng,number,1
909,358,20,Two solid black squares,eng,number,1
910,54,20,two black squares,eng,number,1
911,359,20,BLACK,eng,number,0
912,429,20,two squares parallel and slightly offset,eng,number,1
913,57,20,two black squares,eng,number,1
914,360,20,two squares,eng,number,1
915,192,20,two squares going diagonally from top left to bottom right,eng,number,1
916,361,20,2 squares,eng,number,1
917,48,20,two black square,eng,number,1
918,401,20,2 Squares,eng,number,1
919,417,20,two squares,eng,number,1
920,24,20,two black squares aligned on a diagonal,eng,number,1
921,187,20,two squares,eng,number,1
922,191,20,two black squares,eng,number,1
923,426,20,Two Squares,eng,number,1
924,402,20,"two squares, all black, offset from each other, one across from the other, leftmost is higher than rightmost.",eng,number,1
925,119,20,two squares,eng,number,1
926,23,20,two squares,eng,number,1
927,84,20,two squares,eng,number,1
928,410,20,two black squares,eng,number,1
929,172,20,2 black squares,eng,number,1
930,94,20,double squares,eng,number,1
931,61,20,square,eng,number,0
932,111,20,2 squares,eng,number,1
933,102,20,Black color square,eng,number,0
934,372,20,squares,eng,number,0
935,4,20,twos,eng,number,1
936,153,20,two black squares,eng,number,1
937,413,20,2 squares,eng,number,1
938,25,20,two black squres,eng,number,1
939,404,20,square,eng,number,0
940,51,20,two black squares,eng,number,1
941,415,20,Two Squares,eng,number,1
942,108,20,"two black squares, not level with each other",eng,number,1
943,98,20,"two black squares, arranged diagonally",eng,number,1
944,154,20,squares,eng,number,0
945,53,20,TWO SQUARES,eng,number,1
946,423,20,Double  square,eng,number,1
947,13,20,2 black squares,eng,number,1
948,196,20,two black squares,eng,number,1
