"","gameid","roundNum","clickedObjCondition","clickedObjName","speakerMessages","attempt","gloss","replacedGloss","remove"
"302","6326-d",59,"color_sufficient","skirt_big_green","green","attempt1","green","color",0
"303","6326-d",60,"color_sufficient","shoe_big_yellow","yellow","attempt1","yellow","color",0
"304","7368-d",23,"color_sufficient","pepper_small_green","green","attempt1","green","color",0
"305","7368-d",24,"color_sufficient","umbrella_small_blue","blue","attempt1","blue","color",0
"306","7368-d",25,"color_sufficient","scissors_big_blue","greeb___green","attempt1","greeb","color",0
"307","7368-d",29,"color_sufficient","shoe_small_pink","pink","attempt1","pink","color",0
"308","7368-d",31,"color_sufficient","lipstick_big_red","red","attempt1","red","color",0
"309","7368-d",35,"color_sufficient","tshirt_big_yellow","yellow","attempt1","yellow","color",0
"310","7368-d",37,"color_sufficient","pants_big_green","green","attempt1","green","color",0
"311","7368-d",40,"color_sufficient","socks_small_blue","blue","attempt1","blue","color",0
"312","7368-d",42,"color_sufficient","tie_small_red","red","attempt1","red","color",0
"313","7368-d",48,"color_sufficient","pot_big_blue","blue","attempt1","blue","color",0
"314","7368-d",50,"color_sufficient","lock_small_gold","gold","attempt1","gold","color",0
"315","7368-d",53,"color_sufficient","toothbrush_big_green","green","attempt1","green","color",0
"316","7368-d",59,"color_sufficient","skirt_small_green","green","attempt1","green","color",0
"317","3571-e",6,"color_sufficient","toothbrush_big_green","green","attempt1","green","color",0
"318","3571-e",8,"color_sufficient","pot_big_green","green","attempt1","green","color",0
"319","3571-e",13,"size_sufficient","chair_big_yellow","dot green","attempt1","dot green","dot color",0
"320","3571-e",14,"color_sufficient","tshirt_big_orange","orange","attempt1","orange","color",0
"321","3571-e",15,"color_sufficient","shoe_big_pink","pink","attempt1","pink","color",0
"322","3571-e",16,"size_sufficient","clock_small_yellow","small yellow","attempt1","small yellow","size color",0
"323","3571-e",18,"size_sufficient","flower_big_pink","biggest","attempt1","biggest","size",0
"324","3571-e",24,"color_sufficient","lipstick_small_pink","pink","attempt1","pink","color",0
"325","3571-e",25,"size_sufficient","ball_small_yellow","smallest","attempt1","smallest","size",0
"326","3571-e",26,"size_sufficient","glasses_big_blue","biggest","attempt1","biggest","size",0
"327","3571-e",27,"size_sufficient","button_small_blue","smallest","attempt1","smallest","size",0
"328","3571-e",28,"size_sufficient","car_small_blue","small","attempt1","small","size",0
"329","3571-e",43,"size_sufficient","bag_big_blue","large","attempt1","large","size",0
"330","3571-e",46,"size_sufficient","cat_small_black","tiny","attempt1","tiny","size",0
"331","3571-e",47,"size_sufficient","brush_big_blue","big","attempt1","big","size",0
"332","3571-e",48,"size_sufficient","apple_big_red","big","attempt1","big","size",0
"333","3571-e",49,"size_sufficient","key_small_silver","small","attempt1","small","size",0
"334","3571-e",50,"size_sufficient","knife_small_blue","small","attempt1","small","size",0
"335","3571-e",60,"size_sufficient","glove_big_green","big","attempt1","big","size",0
"336","0049-5",6,"size_sufficient","glasses_big_blue","It is the biggest blue object.","attempt1","It is the biggest blue object."," size color noun.",0
"337","0049-5",7,"color_sufficient","shoe_small_pink","It is the pink one","attempt1","It is the pink one"," color noun",0
"338","0049-5",9,"color_sufficient","lighter_small_black","it is the black one","attempt1","it is the black one"," color noun",0
"339","0049-5",10,"size_sufficient","apple_small_red","it is the small red one","attempt1","it is the small red one"," size color noun",0
"340","0049-5",11,"size_sufficient","ball_small_purple","it is the small purple one","attempt1","it is the small purple one"," size color noun",0
"341","0049-5",12,"color_sufficient","tshirt_small_yellow","it is the yellow one","attempt1","it is the yellow one"," color noun",0
"342","0049-5",14,"size_sufficient","flower_big_pink","it is the biggest pink one","attempt1","it is the biggest pink one"," size color noun",0
"343","0049-5",16,"size_sufficient","car_small_blue","it is the small blue one","attempt1","it is the small blue one"," size color noun",0
"344","0049-5",17,"size_sufficient","bag_big_blue","it is the biggest blue one","attempt1","it is the biggest blue one"," size color noun",0
"345","0049-5",19,"color_sufficient","lipstick_big_red","it is the red one","attempt1","it is the red one"," color noun",0
"346","0049-5",28,"size_sufficient","chair_big_yellow","the biggest yellow one","attempt1","the biggest yellow one"," size color noun",0
"347","0049-5",29,"color_sufficient","lock_small_gold","the gold one","attempt1","the gold one"," color noun",0
"348","0049-5",30,"color_sufficient","toothbrush_small_purple","the purple one","attempt1","the purple one"," color noun",0
"349","0049-5",34,"color_sufficient","tie_small_blue","the blue one","attempt1","the blue one"," color noun",0
"350","0049-5",35,"size_sufficient","cat_small_white","the small white one","attempt1","the small white one"," size color noun",0
"351","0049-5",36,"size_sufficient","brush_small_red","the small red one","attempt1","the small red one"," size color noun",0
"352","0049-5",38,"size_sufficient","key_big_silver","the biggest silve rone","attempt1","the biggest silve rone"," size color rnoun",0
"353","0049-5",39,"color_sufficient","skirt_big_blue","the blue one","attempt1","the blue one"," color noun",0
"354","0049-5",40,"color_sufficient","scissors_big_green","the green one","attempt1","the green one"," color noun",0
"355","0049-5",43,"size_sufficient","clock_big_purple","biggest purple","attempt1","biggest purple","size color",0
"356","0049-5",44,"size_sufficient","button_small_blue","small blue","attempt1","small blue","size color",0
"357","0049-5",46,"size_sufficient","glove_big_green","biggest green","attempt1","biggest green","size color",0
"358","0049-5",47,"size_sufficient","dress_small_green","small green","attempt1","small green","size color",0
"359","0049-5",49,"color_sufficient","pepper_big_red","red","attempt1","red","color",0
"360","0049-5",50,"color_sufficient","socks_small_blue","blue","attempt1","blue","color",0
"361","0049-5",51,"color_sufficient","pot_big_green","green","attempt1","green","color",0
"362","0049-5",53,"color_sufficient","pants_small_green","green","attempt1","green","color",0
"363","0049-5",54,"color_sufficient","umbrella_small_blue","blue","attempt1","blue","color",0
"364","0049-5",57,"size_sufficient","balloon_big_pink","pink big","attempt1","pink big","color size",0
"365","0049-5",58,"size_sufficient","knife_small_red","red small","attempt1","red small","color size",0
"366","2334-6",8,"color_sufficient","pepper_small_green","green","attempt1","green","color",0
"367","2334-6",9,"size_sufficient","glove_big_orange","big","attempt1","big","size",0
"368","2334-6",11,"size_sufficient","button_big_green","big green","attempt1","big green","size color",0
"369","2334-6",15,"size_sufficient","ball_big_yellow","big___yellow","attempt1","big","size",0
"370","9368-4",6,"size_sufficient","glasses_small_red","red eye___small one","attempt1","red eye","color eye",0
"371","9368-4",7,"color_sufficient","pants_small_pink","pink","attempt1","pink","color",0
"372","9368-4",10,"color_sufficient","skirt_big_blue","sky blu","attempt1","sky blu","color",0
"373","9368-4",12,"size_sufficient","bag_big_red","big red","attempt1","big red","size color",0
"374","9368-4",14,"color_sufficient","pepper_small_red","red","attempt1","red","color",0
"375","9368-4",16,"size_sufficient","ball_small_yellow","small yellow","attempt1","small yellow","size color",0
"376","9368-4",17,"size_sufficient","button_small_blue","small blu","attempt1","small blu","size color",0
"377","9368-4",18,"color_sufficient","scissors_big_blue","blu","attempt1","blu","color",0
"378","9368-4",21,"size_sufficient","knife_small_blue","smal blu","attempt1","smal blu","size color",0
"379","9368-4",23,"color_sufficient","show_small_yellow","yellow","attempt1","yellow","color",0
"380","9368-4",24,"size_sufficient","apple_small_green","small green","attempt1","small green","size color",0
"381","9368-4",26,"color_sufficient","lipstick_small_red","red","attempt1","red","color",0
"382","9368-4",28,"color_sufficient","lock_small_gold","yellow","attempt1","yellow","color",0
"383","9368-4",29,"size_sufficient","key_big_gold","big one","attempt1","big one","size noun",0
"384","9368-4",31,"color_sufficient","pot_big_blue","blu","attempt1","blu","color",0
"385","9368-4",32,"size_sufficient","flower_big_pink","big","attempt1","big","size",0
"386","9368-4",33,"size_sufficient","dress_small_blue","small blu","attempt1","small blu","size color",0
"387","9368-4",34,"color_sufficient","tshirt_big_orange","red","attempt1","red","color",0
"388","9368-4",35,"size_sufficient","clock_big_yellow","big yellow","attempt1","big yellow","size color",0
"389","9368-4",36,"color_sufficient","lighter_small_white","white","attempt1","white","color",0
"390","9368-4",38,"size_sufficient","chair_small_yellow","small yellow","attempt1","small yellow","size color",0
"391","9368-4",40,"size_sufficient","glove_small_orange","small red","attempt1","small red","size color",0
"392","9368-4",41,"color_sufficient","toothbrush_big_green","green","attempt1","green","color",0
"393","9368-4",42,"color_sufficient","umbrella_small_blue","blu","attempt1","blu","color",0
"394","9368-4",43,"color_sufficient","tie_big_red","red","attempt1","red","color",0
"395","9368-4",50,"size_sufficient","car_big_blue","big","attempt1","big","size",0
"396","9368-4",53,"size_sufficient","balloon_big_pink","rose color","attempt1","rose color","color color",0
"397","9368-4",54,"size_sufficient","brush_big_blue","big blu","attempt1","big blu","size color",0
"398","9368-4",59,"color_sufficient","socks_big_blue","blu","attempt1","blu","color",0
"399","9368-4",60,"size_sufficient","cat_small_white","white small","attempt1","white small","color size",0
"400","9549-9",7,"color_sufficient","socks_small_blue","blue","attempt1","blue","color",0
"401","9549-9",8,"color_sufficient","skirt_big_green","green","attempt1","green","color",0
"402","9549-9",11,"size_sufficient","car_small_blue","tiny","attempt1","tiny","size",0
"403","9549-9",12,"color_sufficient","pepper_big_green","green","attempt1","green","color",0
"404","9549-9",13,"size_sufficient","flower_big_pink","large","attempt1","large","size",0
"405","9549-9",16,"color_sufficient","pants_small_green","green","attempt1","green","color",0
"406","9549-9",18,"color_sufficient","umbrella_small_green","green","attempt1","green","color",0
"407","9549-9",19,"size_sufficient","bag_big_blue","large","attempt1","large","size",0
"408","9549-9",23,"size_sufficient","chair_small_blue","small","attempt1","small","size",0
"409","9549-9",24,"size_sufficient","balloon_big_yellow","yellow","attempt1","yellow","color",0
"410","9549-9",26,"size_sufficient","cat_small_white","small","attempt1","small","size",0
"411","9549-9",29,"color_sufficient","toothbrush_big_purple","purple","attempt1","purple","color",0
"412","9549-9",34,"color_sufficient","scissors_big_green","green","attempt1","green","color",0
"413","9549-9",38,"size_sufficient","apple_small_red","small","attempt1","small","size",0
"414","9549-9",39,"color_sufficient","lock_big_silver","silver","attempt1","silver","color",0
"415","9549-9",40,"size_sufficient","key_small_gold","small","attempt1","small","size",0
"416","9549-9",42,"color_sufficient","shoe_small_pink","pink","attempt1","pink","color",0
"417","9549-9",43,"size_sufficient","glove_small_orange","small","attempt1","small","size",0
"418","9549-9",44,"size_sufficient","button_small_green","small","attempt1","small","size",0
"419","9549-9",45,"color_sufficient","lighter_big_black","large","attempt1","large","size",0
"420","9549-9",46,"size_sufficient","knife_small_blue","small","attempt1","small","size",0
"421","9549-9",49,"color_sufficient","tshirt_small_yellow","thanks you too!___yellow","attempt1","thanks you too!","thanks you too",0
"422","9549-9",50,"color_sufficient","pot_small_green","green","attempt1","green","color",0
"423","9549-9",51,"color_sufficient","tie_small_blue","blue","attempt1","blue","color",0
"424","9549-9",52,"size_sufficient","clock_small_yellow","small","attempt1","small","size",0
"425","9549-9",53,"size_sufficient","dress_small_blue","small","attempt1","small","size",0
"426","9549-9",54,"size_sufficient","ball_big_yellow","large","attempt1","large","size",0
"427","9549-9",58,"size_sufficient","glasses_big_red","large","attempt1","large","size",0
"428","9549-9",59,"color_sufficient","lipstick_small_red","pink","attempt1","pink","color",0
"429","9549-9",60,"size_sufficient","brush_big_red","large","attempt1","large","size",0
"430","5235-8",6,"size_sufficient","bag_big_red","large red backpack","attempt1","large red backpack","size color noun",0
"431","5235-8",7,"size_sufficient","glasses_big_blue","blue sunglasses large","attempt1","blue sunglasses large","color noun size",0
"432","5235-8",9,"size_sufficient","cat_big_black","large black cat","attempt1","large black cat","size color noun",0
"433","5235-8",11,"size_sufficient","balloon_big_pink","pink balloon","attempt1","pink balloon","color noun",0
"434","5235-8",12,"size_sufficient","ball_big_yellow","large yellow ball","attempt1","large yellow ball","size color noun",0
"435","5235-8",15,"color_sufficient","socks_small_blue","blue socks","attempt1","blue socks","color noun",0
"436","5235-8",17,"size_sufficient","brush_small_blue","small blue brush","attempt1","small blue brush","size color noun",0
"437","5235-8",18,"size_sufficient","clock_big_yellow","large yellow clock","attempt1","large yellow clock","size color noun",0
"438","5235-8",19,"color_sufficient","lock_big_silver","silver lock","attempt1","silver lock","color noun",0
"439","5235-8",20,"size_sufficient","button_small_blue","small blue button","attempt1","small blue button","size color noun",0
"440","5235-8",21,"color_sufficient","skirt_big_green","green skirt","attempt1","green skirt","color noun",0
"441","5235-8",30,"size_sufficient","glove_small_orange","small orange glove","attempt1","small orange glove","size color noun",0
"442","5235-8",31,"color_sufficient","lipstick_big_red","red lipstick","attempt1","red lipstick","color noun",0
"443","5235-8",32,"color_sufficient","tie_big_blue","blue tie","attempt1","blue tie","color noun",0
"444","5235-8",34,"color_sufficient","pants_small_pink","pink pants","attempt1","pink pants","color noun",0
"445","5235-8",36,"size_sufficient","knife_big_blue","Large blue knife","attempt1","Large blue knife","size color noun",0
"446","5235-8",37,"size_sufficient","car_small_blue","small blue car","attempt1","small blue car","size color noun",0
"447","5235-8",42,"color_sufficient","scissors_big_green","green scissors","attempt1","green scissors","color noun",0
"448","5235-8",43,"size_sufficient","dress_small_blue","small blue dress","attempt1","small blue dress","size color noun",0
"449","5235-8",44,"color_sufficient","toothbrush_small_purple","purple toothbrush","attempt1","purple toothbrush","color noun",0
"450","5235-8",47,"size_sufficient","chair_small_blue","small blue chair","attempt1","small blue chair","size color noun",0
"451","5235-8",49,"size_sufficient","key_big_gold","large gold key","attempt1","large gold key","size color noun",0
"452","5235-8",50,"color_sufficient","pot_small_blue","blue pot","attempt1","blue pot","color noun",0
"453","5235-8",51,"color_sufficient","umbrella_big_blue","blue umbrella","attempt1","blue umbrella","color noun",0
"454","5235-8",52,"color_sufficient","lighter_big_white","white lighter","attempt1","white lighter","color noun",0
"455","5235-8",54,"color_sufficient","tshirt_big_orange","orange shirt","attempt1","orange shirt","color noun",0
"456","5235-8",55,"size_sufficient","apple_small_green","small green apple","attempt1","small green apple","size color noun",0
"457","5235-8",56,"color_sufficient","pepper_small_green","green pepper","attempt1","green pepper","color noun",0
"458","5235-8",58,"color_sufficient","show_small_yellow","yellow shoe","attempt1","yellow shoe","color noun",0
"459","5235-8",60,"size_sufficient","flower_big_yellow","big yellow flower","attempt1","big yellow flower","size color noun",0
"460","7353-8",9,"color_sufficient","pepper_small_green","green","attempt1","green","color",0
"461","7353-8",11,"size_sufficient","brush_small_red","smallest","attempt1","smallest","size",0
"462","7353-8",13,"color_sufficient","lock_small_silver","silver","attempt1","silver","color",0
"463","7353-8",14,"size_sufficient","cat_small_white","tiniest","attempt1","tiniest","size",0
"464","7353-8",16,"size_sufficient","flower_big_yellow","largest","attempt1","largest","size",0
"465","7353-8",19,"size_sufficient","button_big_blue","largest","attempt1","largest","size",0
"466","7353-8",21,"size_sufficient","glove_small_orange","smallest","attempt1","smallest","size",0
"467","7353-8",23,"color_sufficient","lighter_big_black","black","attempt1","black","color",0
"468","7353-8",24,"size_sufficient","chair_big_blue","largest","attempt1","largest","size",0
"469","7353-8",27,"color_sufficient","pants_big_green","green","attempt1","green","color",0
"470","7353-8",28,"color_sufficient","scissors_big_blue","blue","attempt1","blue","color",0
"471","7353-8",29,"size_sufficient","knife_small_blue","smallest","attempt1","smallest","size",0
"472","7353-8",30,"size_sufficient","ball_big_purple","largest","attempt1","largest","size",0
"473","7353-8",31,"size_sufficient","car_big_green","largest","attempt1","largest","size",0
"474","7353-8",32,"color_sufficient","tshirt_big_orange","reddish orange","attempt1","reddish orange","colordh color",0
"475","7353-8",33,"color_sufficient","show_small_yellow","yellow","attempt1","yellow","color",0
"476","7353-8",38,"color_sufficient","pot_big_blue","blue","attempt1","blue","color",0
"477","7353-8",40,"size_sufficient","dress_small_blue","small blue","attempt1","small blue","size color",0
"478","7353-8",42,"size_sufficient","bag_small_blue","smallest","attempt1","smallest","size",0
"479","7353-8",43,"size_sufficient","apple_small_red","smallest","attempt1","smallest","size",0
"480","7353-8",45,"color_sufficient","tie_small_blue","blue","attempt1","blue","color",0
"481","7353-8",47,"size_sufficient","key_big_gold","largest","attempt1","largest","size",0
"482","7353-8",48,"size_sufficient","baloon_small_pink","nada","attempt1","nada","nada",0
"483","7353-8",49,"size_sufficient","clock_small_yellow","smallest","attempt1","smallest","size",0
"484","7353-8",52,"size_sufficient","glasses_small_red","smallest","attempt1","smallest","size",0
"485","7353-8",55,"color_sufficient","lipstick_small_pink","pinkish purple","attempt1","pinkish purple","colorh color",0
"486","7353-8",56,"color_sufficient","socks_big_blue","blue","attempt1","blue","color",0
"487","7353-8",57,"color_sufficient","skirt_big_green","green","attempt1","green","color",0
"488","7353-8",59,"color_sufficient","umbrella_big_blue","blue","attempt1","blue","color",0
"489","7353-8",60,"color_sufficient","toothbrush_big_green","green","attempt1","green","color",0
"490","0837-8",7,"size_sufficient","apple_big_red","largest red","attempt1","largest red","size color",0
"491","0837-8",10,"size_sufficient","ball_big_yellow","largest yellow","attempt1","largest yellow","size color",0
"492","0837-8",14,"color_sufficient","tie_small_red","red","attempt1","red","color",0
"493","0837-8",16,"size_sufficient","button_big_blue","largest","attempt1","largest","size",0
"494","0837-8",18,"color_sufficient","show_small_yellow","yellow","attempt1","yellow","color",0
"495","0837-8",19,"color_sufficient","tshirt_small_orange","orange","attempt1","orange","color",0
"496","0837-8",20,"color_sufficient","umbrella_small_green","green","attempt1","green","color",0
"497","0837-8",21,"size_sufficient","glasses_small_blue","smallest blue","attempt1","smallest blue","size color",0
"498","0837-8",23,"color_sufficient","pepper_small_red","red","attempt1","red","color",0
"499","0837-8",26,"size_sufficient","cat_small_black","smallest","attempt1","smallest","size",0
"500","0837-8",29,"size_sufficient","key_small_gold","smallest","attempt1","smallest","size",0
"501","0837-8",31,"size_sufficient","car_small_green","tiny","attempt1","tiny","size",0
"502","0837-8",33,"color_sufficient","lipstick_small_red","red one","attempt1","red one","color noun",0
"503","0837-8",35,"color_sufficient","pot_small_blue","blue one","attempt1","blue one","color noun",0
"504","0837-8",38,"color_sufficient","scissors_small_blue","blue","attempt1","blue","color",0
"505","0837-8",39,"size_sufficient","chair_big_yellow","large yellow","attempt1","large yellow","size color",0
"506","0837-8",40,"size_sufficient","flower_small_yellow","smallest","attempt1","smallest","size",0
"507","0837-8",42,"color_sufficient","toothbrush_big_purple","purple","attempt1","purple","color",0
"508","0837-8",43,"size_sufficient","glove_small_green","smallest green","attempt1","smallest green","size color",0
"509","0837-8",44,"color_sufficient","skirt_big_blue","blue","attempt1","blue","color",0
"510","0837-8",45,"size_sufficient","knife_big_blue","large blue","attempt1","large blue","size color",0
"511","0837-8",50,"color_sufficient","lock_small_gold","gold","attempt1","gold","color",0
"512","5003-b",6,"color_sufficient","pepper_small_red","red","attempt1","red","color",0
"513","5003-b",9,"size_sufficient","knife_small_blue","small blue","attempt1","small blue","size color",0
"514","5003-b",13,"size_sufficient","glove_big_orange","big orange","attempt1","big orange","size color",0
"515","5003-b",14,"size_sufficient","clock_small_yellow","smallest yellow","attempt1","smallest yellow","size color",0
"516","5003-b",18,"color_sufficient","lighter_small_white","white bic","attempt1","white bic","color bic",0
"517","5003-b",19,"size_sufficient","brush_big_blue","big blue","attempt1","big blue","size color",0
"518","5003-b",20,"size_sufficient","apple_small_red","small red","attempt1","small red","size color",0
"519","5003-b",21,"size_sufficient","glasses_big_blue","big blue","attempt1","big blue","size color",0
"520","5003-b",23,"size_sufficient","button_big_green","big green","attempt1","big green","size color",0
"521","5003-b",24,"size_sufficient","dress_big_blue","big blue","attempt1","big blue","size color",0
"522","5003-b",25,"size_sufficient","bag_small_red","small red","attempt1","small red","size color",0
"523","5003-b",28,"size_sufficient","car_small_green","small green","attempt1","small green","size color",0
"524","5003-b",29,"size_sufficient","ball_big_yellow","big yellow","attempt1","big yellow","size color",0
"525","5003-b",31,"color_sufficient","toothbrush_small_purple","purple","attempt1","purple","color",0
"526","5003-b",32,"color_sufficient","socks_small_green","green","attempt1","green","color",0
"527","5003-b",37,"color_sufficient","skirt_big_blue","blue","attempt1","blue","color",0
"528","5003-b",38,"color_sufficient","tie_big_red","red","attempt1","red","color",0
"529","5003-b",39,"color_sufficient","pot_small_blue","blue","attempt1","blue","color",0
"530","5003-b",40,"size_sufficient","balloon_big_pink","pink","attempt1","pink","color",0
"531","5003-b",41,"size_sufficient","cat_big_white","big cat","attempt1","big cat","size noun",0
"532","5003-b",43,"color_sufficient","tshirt_small_yellow","yellow","attempt1","yellow","color",0
"533","5003-b",45,"color_sufficient","lipstick_small_red","red","attempt1","red","color",0
"534","5003-b",46,"size_sufficient","key_small_silver","small","attempt1","small","size",0
"535","5003-b",47,"color_sufficient","umbrella_small_green","green","attempt1","green","color",0
"536","5003-b",48,"size_sufficient","flower_big_pink","big","attempt1","big","size",0
"537","5003-b",50,"color_sufficient","pants_big_pink","pink","attempt1","pink","color",0
"538","5003-b",52,"color_sufficient","scissors_small_blue","blue","attempt1","blue","color",0
"539","5003-b",54,"color_sufficient","shoe_small_pink","pink","attempt1","pink","color",0
"540","5003-b",55,"size_sufficient","chair_small_blue","small ","attempt1","small ","size ",0
"541","5003-b",60,"color_sufficient","lock_big_gold","gold","attempt1","gold","color",0
"542","9279-7",12,"size_sufficient","cat_big_white","the target is the biggest","attempt1","the target is the biggest"," size",0
"543","9279-7",13,"color_sufficient","scissors_small_green","the target is green","attempt1","the target is green"," color",0
"544","9279-7",14,"color_sufficient","lock_small_silver","the target is silver","attempt1","the target is silver"," color",0
"545","9279-7",15,"color_sufficient","pepper_small_red","the target is red","attempt1","the target is red"," color",0
"546","9279-7",16,"color_sufficient","tshirt_big_yellow","orange","attempt1","orange","color",0
"547","9279-7",18,"color_sufficient","toothbrush_big_green","green","attempt1","green","color",0
"548","9279-7",19,"color_sufficient","show_small_yellow","orange","attempt1","orange","color",0
"549","9279-7",20,"color_sufficient","pants_big_pink","pink","attempt1","pink","color",0
"550","9279-7",21,"size_sufficient","car_small_green","smallest","attempt1","smallest","size",0
"551","9279-7",24,"color_sufficient","tie_small_red","red","attempt1","red","color",0
"552","9279-7",26,"size_sufficient","bag_big_blue","biggest","attempt1","biggest","size",0
"553","9279-7",28,"size_sufficient","chair_big_blue","biggest chair","attempt1","biggest chair","size noun",0
"554","9279-7",29,"size_sufficient","key_big_gold","biggest key","attempt1","biggest key","size noun",0
"555","9279-7",34,"color_sufficient","umbrella_big_blue","blue","attempt1","blue","color",0
"556","9279-7",35,"color_sufficient","lighter_big_black","black","attempt1","black","color",0
"557","9279-7",36,"color_sufficient","lipstick_big_red","pink","attempt1","pink","color",0
"559","9279-7",41,"size_sufficient","button_small_green","smallest","attempt1","smallest","size",0
"560","9279-7",43,"color_sufficient","socks_small_green","green","attempt1","green","color",0
"561","9279-7",44,"size_sufficient","ball_big_yellow","biggest","attempt1","biggest","size",0
"562","9279-7",47,"size_sufficient","clock_big_purple","biggest","attempt1","biggest","size",0
"563","9279-7",48,"size_sufficient","glasses_big_blue","biggest","attempt1","biggest","size",0
"564","9279-7",49,"size_sufficient","flower_small_pink","smallest","attempt1","smallest","size",0
"565","9279-7",51,"size_sufficient","brush_big_blue","biggest","attempt1","biggest","size",0
"566","9279-7",54,"size_sufficient","apple_big_green","biggest","attempt1","biggest","size",0
"567","9279-7",55,"color_sufficient","pot_big_blue","blue","attempt1","blue","color",0
"568","9279-7",56,"size_sufficient","dress_small_blue","smallest","attempt1","smallest","size",0
"569","9279-7",60,"size_sufficient","glove_small_green","smallest green","attempt1","smallest green","size color",0
"570","4372-a",7,"color_sufficient","lighter_small_black","black lighter","attempt1","black lighter","color noun",0
"571","4372-a",9,"size_sufficient","car_big_green","biggest green car","attempt1","biggest green car","size color noun",0
"572","4372-a",10,"size_sufficient","chair_small_blue","smallest blue chair","attempt1","smallest blue chair","size color noun",0
"573","4372-a",13,"color_sufficient","socks_big_green","green socks","attempt1","green socks","color noun",0
"574","4372-a",17,"color_sufficient","toothbrush_small_purple","purple toothbrush","attempt1","purple toothbrush","color noun",0
"575","4372-a",18,"color_sufficient","lock_big_silver","silver lock","attempt1","silver lock","color noun",0
"576","4372-a",20,"size_sufficient","knife_small_red","smallest knife","attempt1","smallest knife","size noun",0
"577","4372-a",21,"size_sufficient","cat_big_white","biggest white cat","attempt1","biggest white cat","size color noun",0
"578","4372-a",23,"size_sufficient","key_big_silver","biggest key","attempt1","biggest key","size noun",0
"579","4372-a",25,"color_sufficient","pants_small_green","green pants","attempt1","green pants","color noun",0
"580","4372-a",28,"size_sufficient","clock_big_purple","biggest clock","attempt1","biggest clock","size noun",0
"581","4372-a",30,"color_sufficient","pot_big_green","green pan","attempt1","green pan","color noun",0
"582","4372-a",31,"color_sufficient","tshirt_small_orange","orange shirt","attempt1","orange shirt","color noun",0
"583","4372-a",32,"color_sufficient","lipstick_big_red","red lipstick","attempt1","red lipstick","color noun",0
"584","4372-a",34,"size_sufficient","flower_big_yellow","biggest yellow flower","attempt1","biggest yellow flower","size color noun",0
"585","4372-a",35,"color_sufficient","umbrella_small_blue","blue umbrella","attempt1","blue umbrella","color noun",0
"586","4372-a",37,"size_sufficient","ball_small_purple","smallest purple ball","attempt1","smallest purple ball","size color noun",0
"587","4372-a",38,"color_sufficient","skirt_small_green","green skirt","attempt1","green skirt","color noun",0
"588","4372-a",42,"size_sufficient","button_big_green","biggest green button","attempt1","biggest green button","size color noun",0
"589","4372-a",43,"size_sufficient","glove_small_orange","smallets orange glove","attempt1","smallets orange glove","sizeets color noun",0
"590","4372-a",45,"size_sufficient","bag_big_red","biggest red backpack","attempt1","biggest red backpack","size color noun",0
"591","4372-a",46,"size_sufficient","apple_small_red","smallest","attempt1","smallest","size",0
"592","4372-a",49,"size_sufficient","glasses_small_red","smallest red glasses","attempt1","smallest red glasses","size color noun",0
"593","4372-a",50,"size_sufficient","brush_big_blue","biggest blue","attempt1","biggest blue","size color",0
"594","4372-a",54,"color_sufficient","show_small_yellow","yellow","attempt1","yellow","color",0
"595","4372-a",57,"color_sufficient","pepper_big_green","green","attempt1","green","color",0
"596","4372-a",58,"size_sufficient","dress_small_blue","smallest blue","attempt1","smallest blue","size color",0
"597","4372-a",59,"color_sufficient","tie_small_red","red","attempt1","red","color",0
"598","4372-a",60,"color_sufficient","scissors_big_blue","blue","attempt1","blue","color",0
"599","9994-6",6,"size_sufficient","bag_small_red","small bag___red color small bag","attempt1","small bag","size noun",0
"600","9994-6",7,"size_sufficient","knife_small_red","red small knife","attempt1","red small knife","color size noun",0
"602","9994-6",10,"size_sufficient","chair_small_blue","blue small chair","attempt1","blue small chair","color size noun",0
"603","9994-6",11,"color_sufficient","lipstick_small_pink","pink ","attempt1","pink ","color ",0
"604","9994-6",13,"color_sufficient","tshirt_big_yellow","yellow","attempt1","yellow","color",0
"605","9994-6",15,"color_sufficient","tie_big_red","red","attempt1","red","color",0
"606","9994-6",16,"size_sufficient","flower_small_pink","small","attempt1","small","size",0
"607","9994-6",18,"size_sufficient","clock_big_yellow","yello big","attempt1","yello big","color size",0
"608","9994-6",19,"color_sufficient","umbrella_big_green","green","attempt1","green","color",0
"609","9994-6",20,"size_sufficient","glasses_big_red","red bigger","attempt1","red bigger","color size",0
"610","9994-6",22,"size_sufficient","ball_big_yellow","bigger yellow","attempt1","bigger yellow","size color",0
"611","9994-6",28,"color_sufficient","pot_big_green","green","attempt1","green","color",0
"612","9994-6",29,"size_sufficient","cat_small_black","smallest black","attempt1","smallest black","size color",0
"613","9994-6",30,"size_sufficient","key_big_silver","biggest silver___color","attempt1","biggest silver","size color",0
"614","8313-7",7,"size_sufficient","ball_big_yellow","The object is very large","attempt1","The object is very large"," noun size",0
"615","8313-7",13,"size_sufficient","bag_big_blue","The object is very large","attempt1","The object is very large"," noun size",0
"616","8313-7",17,"size_sufficient","dress_small_blue","The object is very small","attempt1","The object is very small"," noun size",0
"617","8313-7",26,"size_sufficient","chair_small_blue","The obect is very small","attempt1","The obect is very small"," obect size",0
"618","8313-7",28,"size_sufficient","key_small_silver","The object is very small","attempt1","The object is very small"," noun size",0
